# time, ang_and_lin_err
0.000000000000000000e+00 3.161477855475847143e-01 4.474227532585932365e-02
0.000000000000000000e+00 3.161477855475847143e-01 4.474227532585932365e-02
1.000000000000000021e-02 2.481091434150849706e-01 4.466605941801358309e-02
1.000000000000000021e-02 2.481091434150849706e-01 4.466605941801358309e-02
2.000000000000000042e-02 2.481091434054833178e-01 4.466507873033206261e-02
2.000000000000000042e-02 2.481091434054833178e-01 4.466507873033206261e-02
2.999999999999999889e-02 2.454627103752947126e-01 4.463674757137113536e-02
2.999999999999999889e-02 2.454627103752947126e-01 4.463674757137113536e-02
4.000000000000000083e-02 2.426836369945007399e-01 4.457551688500350356e-02
4.000000000000000083e-02 2.426836369945007399e-01 4.457551688500350356e-02
5.000000000000000278e-02 2.398551043940143901e-01 4.448181211745332042e-02
5.000000000000000278e-02 2.398551043940143901e-01 4.448181211745332042e-02
6.000000000000000472e-02 2.369805934824913141e-01 4.435623479823806725e-02
6.000000000000000472e-02 2.369805934824913141e-01 4.435623479823806725e-02
7.000000000000000666e-02 2.340608469253675772e-01 4.419937007057989087e-02
7.000000000000000666e-02 2.340608469253675772e-01 4.419937007057989087e-02
8.000000000000000167e-02 2.310964595768219554e-01 4.401177943175241941e-02
8.000000000000000167e-02 2.310964595768219554e-01 4.401177943175241941e-02
8.999999999999999667e-02 2.280880164956494704e-01 4.379400068657349904e-02
8.999999999999999667e-02 2.280880164956494704e-01 4.379400068657349904e-02
9.999999999999999167e-02 2.250361477998036874e-01 4.354654915996058334e-02
9.999999999999999167e-02 2.250361477998036874e-01 4.354654915996058334e-02
1.099999999999999867e-01 2.219415814330866765e-01 4.326991995787797529e-02
1.099999999999999867e-01 2.219415814330866765e-01 4.326991995787797529e-02
1.199999999999999817e-01 2.188051980661545604e-01 4.296459128987896448e-02
1.199999999999999817e-01 2.188051980661545604e-01 4.296459128987896448e-02
1.299999999999999767e-01 2.156280893686947642e-01 4.263102889709183968e-02
1.299999999999999767e-01 2.156280893686947642e-01 4.263102889709183968e-02
1.399999999999999856e-01 2.124116203736725050e-01 4.226969164557060205e-02
1.399999999999999856e-01 2.124116203736725050e-01 4.226969164557060205e-02
1.499999999999999944e-01 2.091574961500075047e-01 4.188103835140594144e-02
