# time, joint_angles
0.000000000000000000e+00 1.857044320860471442e-01 -4.537783253289018881e-01 1.253034897375798318e+00 -1.992567031045309189e-01 1.857044331742173371e-01 2.000001310714817626e-01
0.000000000000000000e+00 1.857044320860471442e-01 -4.537783253289018881e-01 1.253034897375798318e+00 -1.992567031045309189e-01 1.857044331742173371e-01 2.000001310714817626e-01
1.000000000000000021e-03 1.857044320860471442e-01 -4.537783253289018881e-01 1.253034897375798318e+00 -1.992567031045309189e-01 1.857044331742173371e-01 2.000001310714817626e-01
1.000000000000000021e-03 1.857044320860471442e-01 -4.537783253289018881e-01 1.253034897375798318e+00 -1.992567031045309189e-01 1.857044331742173371e-01 2.000001310714817626e-01
2.000000000000000042e-03 1.855874325703566752e-01 -4.529295441870560546e-01 1.247028736839774332e+00 -1.674919714964956396e-01 1.848594763221628468e-01 -2.167730327106884292e-02
2.000000000000000042e-03 1.855874325703566752e-01 -4.529295441870560546e-01 1.247028736839774332e+00 -1.674919714964956396e-01 1.848594763221628468e-01 -2.167730327106884292e-02
3.000000000000000062e-03 1.854157201874577221e-01 -4.522445876146184429e-01 1.241929785102772188e+00 -1.480866328556953437e-01 1.833779506707685636e-01 -1.083341220805399269e-01
3.000000000000000062e-03 1.854157201874577221e-01 -4.522445876146184429e-01 1.241929785102772188e+00 -1.480866328556953437e-01 1.833779506707685636e-01 -1.083341220805399269e-01
4.000000000000000083e-03 1.851498914955619635e-01 -4.516855143369684633e-01 1.237499615285710730e+00 -1.351778419206857429e-01 1.811179381470337246e-01 -1.352747137861614601e-01
4.000000000000000083e-03 1.851498914955619635e-01 -4.516855143369684633e-01 1.237499615285710730e+00 -1.351778419206857429e-01 1.811179381470337246e-01 -1.352747137861614601e-01
5.000000000000000104e-03 1.847743668053725974e-01 -4.512345114321049677e-01 1.233626187609353941e+00 -1.261019093064762453e-01 1.780762945816340703e-01 -1.364528407877503846e-01
5.000000000000000104e-03 1.847743668053725974e-01 -4.512345114321049677e-01 1.233626187609353941e+00 -1.261019093064762453e-01 1.780762945816340703e-01 -1.364528407877503846e-01
6.000000000000000125e-03 1.842843662070619837e-01 -4.508817600427489358e-01 1.230245995101893142e+00 -1.196176165415956671e-01 1.742871211837449252e-01 -1.272363995290780314e-01
6.000000000000000125e-03 1.842843662070619837e-01 -4.508817600427489358e-01 1.230245995101893142e+00 -1.196176165415956671e-01 1.742871211837449252e-01 -1.272363995290780314e-01
7.000000000000000146e-03 1.836801447338569371e-01 -4.506210996362932653e-01 1.227317354365688562e+00 -1.151361314907873024e-01 1.697949617128767241e-01 -1.144629092170573736e-01
7.000000000000000146e-03 1.836801447338569371e-01 -4.506210996362932653e-01 1.227317354365688562e+00 -1.151361314907873024e-01 1.697949617128767241e-01 -1.144629092170573736e-01
8.000000000000000167e-03 1.829642605372740760e-01 -4.504475670124799547e-01 1.224806292236364502e+00 -1.123588958458180825e-01 1.646475907199713429e-01 -1.011155493851006171e-01
8.000000000000000167e-03 1.829642605372740760e-01 -4.504475670124799547e-01 1.224806292236364502e+00 -1.123588958458180825e-01 1.646475907199713429e-01 -1.011155493851006171e-01
9.000000000000001055e-03 1.823983246024982741e-01 -4.495316205343287130e-01 1.216731060658785557e+00 -1.069788711082736987e-01 1.592103718164832316e-01 9.586972858754491678e-02
9.000000000000001055e-03 1.823983246024982741e-01 -4.495316205343287130e-01 1.216731060658785557e+00 -1.069788711082736987e-01 1.592103718164832316e-01 9.586972858754491678e-02
1.000000000000000194e-02 1.802022001388292327e-01 -4.461313644366657338e-01 1.200973782788307576e+00 -7.647299057105653997e-02 1.408540314721807296e-01 1.578294549221954945e-01
1.000000000000000194e-02 1.802022001388292327e-01 -4.461313644366657338e-01 1.200973782788307576e+00 -7.647299057105653997e-02 1.408540314721807296e-01 1.578294549221954945e-01
1.100000000000000283e-02 1.781775923230713987e-01 -4.410417105822067585e-01 1.184175205218392923e+00 -6.999938591290466583e-02 1.228379083288200224e-01 3.820260974713955426e-01
1.100000000000000283e-02 1.781775923230713987e-01 -4.410417105822067585e-01 1.184175205218392923e+00 -6.999938591290466583e-02 1.228379083288200224e-01 3.820260974713955426e-01
1.200000000000000372e-02 1.760042723691143951e-01 -4.361402837122398402e-01 1.168295914670746116e+00 -5.482588130154919526e-02 1.047988166168290491e-01 4.496816757816854970e-01
1.200000000000000372e-02 1.760042723691143951e-01 -4.361402837122398402e-01 1.168295914670746116e+00 -5.482588130154919526e-02 1.047988166168290491e-01 4.496816757816854970e-01
1.300000000000000461e-02 1.737419369670767100e-01 -4.314925603303704782e-01 1.153610133673832028e+00 -3.783769021207068761e-02 8.684954304568918981e-02 4.500168001057824885e-01
1.300000000000000461e-02 1.737419369670767100e-01 -4.314925603303704782e-01 1.153610133673832028e+00 -3.783769021207068761e-02 8.684954304568918981e-02 4.500168001057824885e-01
1.400000000000000550e-02 1.716795247715849349e-01 -4.243279767232031596e-01 1.130763002971241882e+00 -1.039450696598035254e-02 6.932392276169946355e-02 4.180623173841018225e-01
1.400000000000000550e-02 1.716795247715849349e-01 -4.243279767232031596e-01 1.130763002971241882e+00 -1.039450696598035254e-02 6.932392276169946355e-02 4.180623173841018225e-01
1.500000000000000638e-02 1.696319862786090094e-01 -4.155043790685294947e-01 1.107025663455302844e+00 1.778116896968190419e-02 5.229120563593408350e-02 1.934281505408380619e-01
1.500000000000000638e-02 1.696319862786090094e-01 -4.155043790685294947e-01 1.107025663455302844e+00 1.778116896968190419e-02 5.229120563593408350e-02 1.934281505408380619e-01
1.600000000000000727e-02 1.677473188699714901e-01 -4.052176277392031123e-01 1.082720742226594757e+00 9.339347946350511423e-03 3.611463477782804465e-02 2.996693932807814043e-01
1.600000000000000727e-02 1.677473188699714901e-01 -4.052176277392031123e-01 1.082720742226594757e+00 9.339347946350511423e-03 3.611463477782804465e-02 2.996693932807814043e-01
1.700000000000000816e-02 1.658715123678282388e-01 -3.941370961530240025e-01 1.053173886160555517e+00 3.670408719648891871e-02 2.041050049736965050e-02 1.136692287327122908e-01
1.700000000000000816e-02 1.658715123678282388e-01 -3.941370961530240025e-01 1.053173886160555517e+00 3.670408719648891871e-02 2.041050049736965050e-02 1.136692287327122908e-01
1.800000000000000905e-02 1.640996840292001935e-01 -3.816699788098195656e-01 1.023234940383814795e+00 2.861232518498430660e-02 5.466658274296942038e-03 2.400795154230342121e-01
1.800000000000000905e-02 1.640996840292001935e-01 -3.816699788098195656e-01 1.023234940383814795e+00 2.861232518498430660e-02 5.466658274296942038e-03 2.400795154230342121e-01
1.900000000000000994e-02 1.623473976429459509e-01 -3.675711313865430707e-01 9.919190378531557162e-01 2.928962487237189369e-02 -8.895321404349086636e-03 8.767066000129780656e-02
1.900000000000000994e-02 1.623473976429459509e-01 -3.675711313865430707e-01 9.919190378531557162e-01 2.928962487237189369e-02 -8.895321404349086636e-03 8.767066000129780656e-02
2.000000000000001082e-02 1.605287380739907899e-01 -3.539953649318793860e-01 9.621801175824198360e-01 2.235906954909657601e-02 -2.276923935133797622e-02 1.203125551501052493e-02
2.000000000000001082e-02 1.605287380739907899e-01 -3.539953649318793860e-01 9.621801175824198360e-01 2.235906954909657601e-02 -2.276923935133797622e-02 1.203125551501052493e-02
2.100000000000001171e-02 1.587420766058314781e-01 -3.390411595474868145e-01 9.317560761854479789e-01 1.304878953115802716e-02 -3.597421040244960094e-02 -1.997022049303038838e-01
2.100000000000001171e-02 1.587420766058314781e-01 -3.390411595474868145e-01 9.317560761854479789e-01 1.304878953115802716e-02 -3.597421040244960094e-02 -1.997022049303038838e-01
2.200000000000001260e-02 1.570108934404174095e-01 -3.234011675042327560e-01 8.965064760590099047e-01 2.315410666147009466e-02 -4.847513651728398154e-02 -4.796699560867185297e-01
2.200000000000001260e-02 1.570108934404174095e-01 -3.234011675042327560e-01 8.965064760590099047e-01 2.315410666147009466e-02 -4.847513651728398154e-02 -4.796699560867185297e-01
2.300000000000001349e-02 1.554158934031018291e-01 -3.051685978614833150e-01 8.530023282269100227e-01 2.747994203470557895e-02 -6.036282303709125663e-02 -5.644439938437972870e-01
2.300000000000001349e-02 1.554158934031018291e-01 -3.051685978614833150e-01 8.530023282269100227e-01 2.747994203470557895e-02 -6.036282303709125663e-02 -5.644439938437972870e-01
2.400000000000001438e-02 1.537103255174867567e-01 -2.879652033196952732e-01 8.127926737935062818e-01 2.128187821184296391e-02 -7.175964344369054060e-02 -5.608267221244619405e-01
2.400000000000001438e-02 1.537103255174867567e-01 -2.879652033196952732e-01 8.127926737935062818e-01 2.128187821184296391e-02 -7.175964344369054060e-02 -5.608267221244619405e-01
2.500000000000001527e-02 1.519061857767340373e-01 -2.718386813330943563e-01 7.758799668212005285e-01 8.859044104424441263e-03 -8.258776756190787383e-02 -5.223567221904498181e-01
2.500000000000001527e-02 1.519061857767340373e-01 -2.718386813330943563e-01 7.758799668212005285e-01 8.859044104424441263e-03 -8.258776756190787383e-02 -5.223567221904498181e-01
2.600000000000001615e-02 1.500146244222828884e-01 -2.568484060121145607e-01 7.423368812666586436e-01 -7.827478212702514149e-03 -9.280941125673945746e-02 -4.726185133783051828e-01
2.600000000000001615e-02 1.500146244222828884e-01 -2.568484060121145607e-01 7.423368812666586436e-01 -7.827478212702514149e-03 -9.280941125673945746e-02 -4.726185133783051828e-01
